"timestamp,pressure_in_kPa,pressure_out_kPa,temperature_in_C,temperature_out_C,valve_opening_percent,energy_kWh,energy_cost_USD"
"2025-01-27 22:00:00,405.8,393.0,8.01,12.17,7.0,0.652,0.078"
"2025-01-27 23:00:00,406.1,387.6,7.32,10.46,4.9,0.812,0.097"
"2025-01-28 00:00:00,397.6,380.7,7.67,11.31,10.1,1.063,0.128"
"2025-01-28 01:00:00,397.9,387.7,7.12,10.68,10.9,1.138,0.137"
"2025-01-28 02:00:00,398.2,381.0,9.16,11.57,10.3,0.451,0.054"
"2025-01-28 03:00:00,393.4,374.6,7.51,9.51,0.5,0.406,0.049"
"2025-01-28 04:00:00,401.3,383.4,8.12,10.12,6.6,0.443,0.053"
"2025-01-28 05:00:00,393.6,374.8,9.71,13.03,18.8,1.434,0.172"
"2025-01-28 06:00:00,395.0,372.2,9.08,13.13,42.6,2.38,0.286"
"2025-01-28 07:00:00,398.7,372.3,10.57,15.91,58.4,3.906,0.469"
"2025-01-28 08:00:00,396.4,367.7,11.33,17.2,75.0,6.184,0.742"
"2025-01-28 09:00:00,392.9,361.2,9.63,16.53,83.0,8.035,0.964"
"2025-01-28 10:00:00,404.4,371.8,11.42,18.26,96.3,8.628,1.035"
"2025-01-28 11:00:00,392.1,358.1,12.39,20.52,95.9,11.716,1.406"
"2025-01-28 12:00:00,399.8,365.4,11.58,19.02,93.8,10.102,1.212"
"2025-01-28 13:00:00,398.4,362.7,12.48,21.12,100.0,11.604,1.392"
"2025-01-28 14:00:00,401.8,368.9,11.59,19.06,93.1,9.851,1.182"
"2025-01-28 15:00:00,392.0,357.0,11.23,18.54,74.4,7.86,0.943"
"2025-01-28 16:00:00,404.2,375.9,11.34,18.23,67.4,6.632,0.796"
"2025-01-28 17:00:00,393.2,371.9,7.81,13.27,60.3,4.428,0.531"
"2025-01-28 18:00:00,398.3,378.1,10.78,16.04,33.3,2.9,0.348"
"2025-01-28 19:00:00,398.3,381.4,8.1,11.73,23.0,1.463,0.176"
"2025-01-28 20:00:00,393.1,377.9,7.42,10.41,7.4,0.46,0.055"
"2025-01-28 21:00:00,403.5,391.5,8.64,11.05,8.4,0.847,0.102"
"2025-01-28 22:00:00,396.2,382.9,6.26,9.89,9.0,0.746,0.09"
"2025-01-28 23:00:00,393.6,383.9,7.37,11.61,15.2,1.083,0.13"
"2025-01-29 00:00:00,399.4,389.4,7.79,10.12,11.6,0.533,0.064"
"2025-01-29 01:00:00,395.8,381.9,7.38,10.45,10.7,0.474,0.057"
"2025-01-29 02:00:00,401.9,383.1,6.99,9.77,10.2,0.649,0.078"
"2025-01-29 03:00:00,394.8,374.1,8.36,11.26,8.2,0.846,0.102"
"2025-01-29 04:00:00,388.8,373.5,8.89,11.68,4.2,0.889,0.107"
"2025-01-29 05:00:00,407.1,386.5,7.8,12.28,9.2,1.312,0.157"
"2025-01-29 06:00:00,394.7,375.6,8.35,12.62,36.0,2.895,0.347"
"2025-01-29 07:00:00,396.7,369.3,11.26,16.0,51.1,4.028,0.483"
"2025-01-29 08:00:00,403.3,379.1,10.93,16.72,67.2,5.3,0.636"
"2025-01-29 09:00:00,400.2,368.4,12.0,19.37,81.5,9.153,1.098"
"2025-01-29 10:00:00,395.1,365.0,12.79,19.48,100.0,9.36,1.123"
"2025-01-29 11:00:00,391.2,356.0,10.58,18.15,85.9,10.274,1.233"
"2025-01-29 12:00:00,403.6,370.8,11.96,18.35,97.4,9.013,1.082"
"2025-01-29 13:00:00,400.0,365.5,13.1,21.17,100.0,10.411,1.249"
"2025-01-29 14:00:00,395.6,370.3,12.52,19.17,95.0,9.093,1.091"
"2025-01-29 15:00:00,396.3,361.7,11.28,17.89,88.7,7.623,0.915"
"2025-01-29 16:00:00,397.6,374.2,10.17,16.25,66.5,5.817,0.698"
"2025-01-29 17:00:00,406.4,378.3,10.43,16.06,46.9,4.992,0.599"
"2025-01-29 18:00:00,396.3,368.8,8.81,13.28,32.0,3.047,0.366"
"2025-01-29 19:00:00,402.1,389.3,7.84,10.85,27.7,1.033,0.124"
"2025-01-29 20:00:00,399.2,385.6,8.86,12.67,7.7,0.58,0.07"
"2025-01-29 21:00:00,399.9,383.9,8.78,11.89,5.8,0.661,0.079"
"2025-01-29 22:00:00,399.9,386.7,6.38,9.91,11.5,1.095,0.131"
"2025-01-29 23:00:00,398.9,381.7,7.61,10.52,20.7,0.409,0.049"
"2025-01-30 00:00:00,405.0,390.6,7.72,10.88,3.2,0.706,0.085"
"2025-01-30 01:00:00,403.3,385.7,8.07,10.81,14.2,0.597,0.072"
"2025-01-30 02:00:00,390.1,373.9,7.02,10.9,13.8,0.599,0.072"
"2025-01-30 03:00:00,396.8,382.6,8.04,10.43,11.6,0.527,0.063"
"2025-01-30 04:00:00,406.6,397.3,8.57,12.16,0.0,0.557,0.067"
"2025-01-30 05:00:00,391.7,372.3,9.45,14.1,28.4,2.478,0.297"
"2025-01-30 06:00:00,399.2,382.3,9.38,14.38,36.5,2.497,0.3"
"2025-01-30 07:00:00,401.7,374.3,10.69,15.46,61.3,3.244,0.389"
"2025-01-30 08:00:00,405.4,382.8,11.24,17.51,69.8,5.962,0.715"
"2025-01-30 09:00:00,392.5,360.4,11.98,18.43,83.8,7.437,0.892"
"2025-01-30 10:00:00,402.6,368.4,12.67,20.94,94.4,10.479,1.257"
"2025-01-30 11:00:00,399.4,361.4,12.78,20.36,100.0,10.514,1.262"
"2025-01-30 12:00:00,396.6,359.1,11.04,20.15,91.9,12.596,1.511"
"2025-01-30 13:00:00,388.1,348.7,10.97,18.75,90.1,10.6,1.272"
"2025-01-30 14:00:00,393.8,359.3,11.13,19.23,93.6,10.387,1.246"
"2025-01-30 15:00:00,401.1,362.6,13.19,21.03,83.2,8.479,1.018"
"2025-01-30 16:00:00,400.7,370.6,11.93,17.69,67.6,5.804,0.697"
"2025-01-30 17:00:00,393.8,369.7,8.97,14.25,46.7,4.003,0.48"
"2025-01-30 18:00:00,395.8,383.4,9.21,13.25,35.8,2.443,0.293"
"2025-01-30 19:00:00,398.2,383.1,8.05,12.34,18.9,1.514,0.182"
"2025-01-30 20:00:00,408.8,387.9,7.97,10.62,5.7,0.743,0.089"
"2025-01-30 21:00:00,400.7,385.9,8.18,11.38,6.9,0.745,0.089"
"2025-01-30 22:00:00,406.4,395.2,8.69,12.62,10.9,1.176,0.141"
"2025-01-30 23:00:00,399.8,384.7,7.51,10.97,20.3,0.618,0.074"
"2025-01-31 00:00:00,401.7,380.6,7.04,10.21,8.3,0.368,0.044"
"2025-01-31 01:00:00,403.5,383.0,8.53,12.23,10.7,1.358,0.163"
"2025-01-31 02:00:00,406.7,390.1,8.52,12.82,14.5,1.038,0.125"
"2025-01-31 03:00:00,399.2,384.2,7.11,9.11,5.0,0.352,0.042"
"2025-01-31 04:00:00,399.3,380.7,8.84,13.69,7.3,0.737,0.088"
"2025-01-31 05:00:00,403.1,386.9,8.39,10.91,26.0,1.195,0.143"
"2025-01-31 06:00:00,394.4,375.7,9.12,13.02,44.8,2.221,0.267"
"2025-01-31 07:00:00,399.5,371.6,11.85,17.68,55.2,4.885,0.586"
"2025-01-31 08:00:00,413.1,385.2,8.98,14.05,64.1,4.966,0.596"
"2025-01-31 09:00:00,400.9,367.2,11.35,17.44,81.5,7.343,0.881"
"2025-01-31 10:00:00,398.9,366.8,11.74,18.96,96.7,8.79,1.055"
"2025-01-31 11:00:00,404.7,367.9,11.95,20.29,100.0,11.5,1.38"
"2025-01-31 12:00:00,404.7,362.8,11.76,18.79,97.5,10.357,1.243"
"2025-01-31 13:00:00,406.9,373.1,12.23,20.49,93.9,12.062,1.447"
"2025-01-31 14:00:00,405.1,372.9,11.81,18.94,89.8,9.148,1.098"
"2025-01-31 15:00:00,400.9,374.6,11.12,17.48,77.8,7.688,0.923"
"2025-01-31 16:00:00,395.0,364.2,10.29,16.73,63.8,6.57,0.788"
"2025-01-31 17:00:00,400.4,379.2,8.62,14.43,53.2,4.739,0.569"
"2025-01-31 18:00:00,397.0,377.9,10.45,16.12,42.3,3.763,0.452"
"2025-01-31 19:00:00,398.8,376.8,8.8,12.48,19.3,1.799,0.216"
"2025-01-31 20:00:00,402.0,389.9,7.75,11.2,14.1,0.618,0.074"
"2025-01-31 21:00:00,398.2,384.5,8.49,11.23,10.6,0.343,0.041"
"2025-01-31 22:00:00,407.2,389.6,8.2,10.83,10.4,0.726,0.087"
"2025-01-31 23:00:00,404.1,391.6,7.56,10.23,6.3,0.413,0.05"
"2025-02-01 00:00:00,404.2,390.6,8.11,10.45,5.0,0.535,0.064"
"2025-02-01 01:00:00,406.6,391.4,8.77,12.08,9.5,0.65,0.078"
"2025-02-01 02:00:00,402.2,384.1,7.69,11.53,15.3,0.607,0.073"
"2025-02-01 03:00:00,397.4,382.8,7.42,9.53,9.8,0.571,0.069"
"2025-02-01 04:00:00,400.1,385.0,7.44,10.76,20.4,0.719,0.086"
"2025-02-01 05:00:00,402.1,385.2,9.93,12.33,32.2,0.802,0.096"
"2025-02-01 06:00:00,403.7,384.7,8.51,13.11,40.1,2.396,0.288"
"2025-02-01 07:00:00,398.3,376.1,9.3,14.64,53.2,4.289,0.515"
"2025-02-01 08:00:00,396.4,373.0,10.58,16.86,67.8,5.812,0.697"
"2025-02-01 09:00:00,401.9,373.2,10.62,17.29,80.1,8.067,0.968"
"2025-02-01 10:00:00,395.6,362.7,11.07,18.89,92.3,9.388,1.127"
"2025-02-01 11:00:00,407.9,371.8,12.12,18.54,95.9,7.703,0.924"
"2025-02-01 12:00:00,396.5,360.8,11.23,20.1,100.0,11.916,1.43"
"2025-02-01 13:00:00,403.1,369.8,11.29,20.29,100.0,11.844,1.421"
"2025-02-01 14:00:00,395.8,361.0,11.59,17.89,91.6,8.835,1.06"
"2025-02-01 15:00:00,400.4,370.0,11.72,19.27,83.2,9.298,1.116"
"2025-02-01 16:00:00,393.1,365.7,9.18,15.05,84.0,4.9,0.588"
"2025-02-01 17:00:00,402.3,376.6,9.55,15.56,53.0,4.538,0.545"
"2025-02-01 18:00:00,398.0,379.6,8.74,12.14,35.2,2.198,0.264"
"2025-02-01 19:00:00,400.8,382.8,8.67,11.68,25.7,1.338,0.161"
"2025-02-01 20:00:00,406.7,389.0,8.36,12.67,2.3,0.86,0.103"
"2025-02-01 21:00:00,401.3,386.1,8.63,11.52,12.7,0.511,0.061"
"2025-02-01 22:00:00,400.8,382.4,8.59,11.3,12.9,0.597,0.072"
"2025-02-01 23:00:00,400.0,385.2,8.28,11.15,13.1,0.777,0.093"
"2025-02-02 00:00:00,398.7,385.6,8.62,11.56,14.8,0.674,0.081"
"2025-02-02 01:00:00,395.0,375.3,7.91,11.37,5.4,0.401,0.048"
"2025-02-02 02:00:00,395.0,381.2,8.57,12.18,11.8,1.006,0.121"
"2025-02-02 03:00:00,393.8,374.7,8.46,12.76,13.6,1.024,0.123"
"2025-02-02 04:00:00,396.3,379.5,8.31,10.31,0.0,0.627,0.075"
"2025-02-02 05:00:00,401.2,380.4,8.08,11.42,25.3,0.935,0.112"
"2025-02-02 06:00:00,399.0,372.7,8.51,13.14,35.5,2.676,0.321"
"2025-02-02 07:00:00,405.4,378.8,9.99,15.87,62.7,4.432,0.532"
"2025-02-02 08:00:00,397.9,369.5,10.09,14.69,69.2,5.2,0.624"
"2025-02-02 09:00:00,397.8,365.0,12.19,20.19,82.6,9.013,1.082"
"2025-02-02 10:00:00,397.4,366.7,10.57,18.0,92.8,9.539,1.145"
"2025-02-02 11:00:00,401.3,370.7,13.03,21.18,96.4,10.647,1.278"
"2025-02-02 12:00:00,395.7,360.5,11.48,19.86,91.9,10.895,1.307"
"2025-02-02 13:00:00,399.2,362.6,12.63,20.64,100.0,9.649,1.158"
"2025-02-02 14:00:00,398.4,365.0,11.44,17.72,92.9,7.9,0.948"
"2025-02-02 15:00:00,389.1,354.0,10.93,17.63,83.0,8.239,0.989"
"2025-02-02 16:00:00,402.8,374.4,11.3,18.82,59.6,6.991,0.839"
"2025-02-02 17:00:00,408.1,383.2,9.03,14.32,45.1,3.891,0.467"
"2025-02-02 18:00:00,405.0,383.8,8.28,13.4,36.5,2.891,0.347"
"2025-02-02 19:00:00,395.9,377.2,7.59,12.04,22.6,2.05,0.246"
"2025-02-02 20:00:00,401.0,381.9,7.55,10.74,12.4,0.648,0.078"
"2025-02-02 21:00:00,395.8,383.2,7.21,10.43,13.5,0.805,0.097"
"2025-02-02 22:00:00,403.6,386.8,7.48,9.76,13.1,0.522,0.063"
"2025-02-02 23:00:00,403.4,389.6,9.51,12.69,0.5,0.905,0.109"
"2025-02-03 00:00:00,404.1,388.7,7.71,12.41,2.5,1.163,0.14"
"2025-02-03 01:00:00,405.4,391.4,7.84,10.66,10.5,0.58,0.07"
"2025-02-03 02:00:00,392.8,380.1,6.84,8.84,1.1,0.446,0.053"
"2025-02-03 03:00:00,393.4,378.8,8.51,12.12,9.9,0.839,0.101"
"2025-02-03 04:00:00,401.9,385.5,8.04,11.03,9.2,0.601,0.072"
"2025-02-03 05:00:00,409.3,388.4,8.13,12.04,11.7,1.264,0.152"
"2025-02-03 06:00:00,384.8,363.8,8.84,13.16,37.5,2.491,0.299"
"2025-02-03 07:00:00,396.7,367.9,8.88,14.31,52.5,3.659,0.439"
"2025-02-03 08:00:00,394.9,370.5,11.3,18.03,66.0,6.249,0.75"
"2025-02-03 09:00:00,400.6,367.8,9.97,16.45,81.2,7.628,0.915"
"2025-02-03 10:00:00,396.1,363.9,10.57,16.84,83.9,8.437,1.012"
"2025-02-03 11:00:00,402.9,365.7,12.72,20.38,87.9,10.47,1.256"
"2025-02-03 12:00:00,395.8,359.9,11.73,19.1,98.9,10.72,1.286"
"2025-02-03 13:00:00,409.0,372.6,11.62,19.77,95.1,11.228,1.347"
"2025-02-03 14:00:00,398.1,361.9,12.12,20.62,96.5,10.841,1.301"
"2025-02-03 15:00:00,391.9,361.7,11.04,18.1,82.4,8.618,1.034"
"2025-02-03 16:00:00,396.9,366.4,10.53,17.48,70.5,6.775,0.813"
"2025-02-03 17:00:00,398.7,375.0,10.05,14.96,50.6,3.784,0.454"
"2025-02-03 18:00:00,388.6,369.6,8.51,13.66,43.5,3.218,0.386"
"2025-02-03 19:00:00,400.7,380.4,7.63,11.71,23.6,1.707,0.205"
"2025-02-03 20:00:00,397.0,380.6,9.04,12.44,23.7,0.733,0.088"
"2025-02-03 21:00:00,388.6,370.9,7.12,10.17,8.6,0.716,0.086"
"2025-02-03 22:00:00,402.7,385.7,7.74,10.5,3.8,0.772,0.093"
"2025-02-03 23:00:00,405.6,391.1,8.29,11.17,12.1,0.833,0.1"
"2025-02-04 00:00:00,395.5,377.9,8.5,12.08,12.7,0.739,0.089"
"2025-02-04 01:00:00,403.8,388.6,6.74,10.57,6.0,1.087,0.13"
"2025-02-04 02:00:00,403.2,390.1,9.1,11.42,7.1,0.677,0.081"
"2025-02-04 03:00:00,404.2,388.1,8.03,10.9,13.5,0.722,0.087"
"2025-02-04 04:00:00,401.1,390.2,7.41,9.7,3.3,0.641,0.077"
"2025-02-04 05:00:00,405.6,390.1,8.74,12.32,15.9,1.152,0.138"
"2025-02-04 06:00:00,402.8,385.8,10.96,15.73,38.9,3.196,0.383"
"2025-02-04 07:00:00,393.4,366.0,10.16,15.71,50.1,4.029,0.483"
"2025-02-04 08:00:00,398.7,372.6,10.77,16.53,65.9,5.405,0.649"
"2025-02-04 09:00:00,396.9,363.7,11.46,18.33,79.5,7.35,0.882"
"2025-02-04 10:00:00,400.1,367.0,11.8,19.3,94.0,9.44,1.133"
"2025-02-04 11:00:00,397.2,363.3,11.75,19.1,97.8,10.52,1.262"
"2025-02-04 12:00:00,397.3,361.9,12.95,20.82,100.0,10.695,1.283"
"2025-02-04 13:00:00,395.9,356.4,12.13,20.19,95.4,10.744,1.289"
"2025-02-04 14:00:00,401.5,364.9,11.42,18.71,99.5,9.41,1.129"
"2025-02-04 15:00:00,401.5,372.8,11.03,17.41,80.0,7.326,0.879"
"2025-02-04 16:00:00,397.3,361.8,11.31,18.05,65.3,6.976,0.837"
"2025-02-04 17:00:00,394.5,373.5,9.95,14.56,55.5,3.343,0.401"
"2025-02-04 18:00:00,401.3,383.1,8.68,12.42,42.4,2.294,0.275"
"2025-02-04 19:00:00,404.1,385.6,7.84,10.77,18.3,1.341,0.161"
"2025-02-04 20:00:00,404.4,390.3,9.23,13.06,16.6,1.0,0.12"
"2025-02-04 21:00:00,399.1,384.3,8.0,10.0,15.1,0.44,0.053"
"2025-02-04 22:00:00,390.9,378.4,9.46,11.81,19.2,0.429,0.051"
"2025-02-04 23:00:00,394.7,379.6,8.48,10.87,22.0,0.639,0.077"
"2025-02-05 00:00:00,395.5,387.8,6.62,9.36,13.7,0.5,0.06"
"2025-02-05 01:00:00,398.1,380.6,9.08,12.03,12.5,0.794,0.095"
"2025-02-05 02:00:00,401.0,387.6,9.06,11.06,6.8,0.571,0.069"
"2025-02-05 03:00:00,404.3,395.7,8.96,11.66,6.6,0.594,0.071"
"2025-02-05 04:00:00,404.5,392.4,7.79,11.54,9.1,0.541,0.065"
"2025-02-05 05:00:00,393.9,374.1,8.6,13.78,15.0,1.609,0.193"
"2025-02-05 06:00:00,398.3,375.6,9.97,13.3,31.9,1.9,0.228"
"2025-02-05 07:00:00,395.5,374.3,10.77,17.15,51.1,4.488,0.539"
"2025-02-05 08:00:00,404.6,380.1,10.58,17.66,70.3,6.608,0.793"
"2025-02-05 09:00:00,403.8,370.1,10.44,16.58,74.8,7.643,0.917"
"2025-02-05 10:00:00,398.8,370.5,12.12,19.66,83.2,9.259,1.111"
"2025-02-05 11:00:00,401.4,375.1,12.52,21.0,91.7,12.354,1.482"
"2025-02-05 12:00:00,399.8,366.3,11.77,19.79,95.0,11.242,1.349"
"2025-02-05 13:00:00,415.4,382.0,10.86,18.72,100.0,11.189,1.343"
"2025-02-05 14:00:00,404.5,371.7,11.7,19.34,93.4,10.199,1.224"
"2025-02-05 15:00:00,405.2,372.4,11.23,18.5,79.1,8.297,0.996"
"2025-02-05 16:00:00,406.7,379.4,10.57,17.49,68.6,7.16,0.859"
"2025-02-05 17:00:00,405.7,382.7,9.91,15.72,53.6,4.506,0.541"
"2025-02-05 18:00:00,405.4,384.1,9.47,13.18,26.6,2.114,0.254"
"2025-02-05 19:00:00,401.5,381.9,9.19,11.96,14.7,0.868,0.104"
"2025-02-05 20:00:00,409.3,394.2,6.2,9.69,17.0,0.862,0.103"
"2025-02-05 21:00:00,408.1,391.7,8.71,11.37,5.0,0.663,0.08"
"2025-02-05 22:00:00,398.1,381.5,7.24,10.24,7.6,0.875,0.105"
"2025-02-05 23:00:00,400.1,384.8,7.39,11.17,5.2,1.048,0.126"
"2025-02-06 00:00:00,416.3,404.8,6.97,9.34,12.1,0.672,0.081"
"2025-02-06 01:00:00,398.1,379.4,9.01,11.81,17.4,0.568,0.068"
"2025-02-06 02:00:00,400.5,382.8,7.24,10.62,17.7,0.745,0.089"
"2025-02-06 03:00:00,398.2,383.7,7.07,9.1,10.3,0.437,0.052"
"2025-02-06 04:00:00,398.6,384.9,7.96,11.01,8.7,0.693,0.083"
"2025-02-06 05:00:00,390.5,371.7,6.45,9.32,22.6,1.237,0.148"
"2025-02-06 06:00:00,404.5,379.3,10.4,14.31,33.0,2.079,0.25"
"2025-02-06 07:00:00,408.4,380.7,10.81,15.55,55.3,3.458,0.415"
"2025-02-06 08:00:00,400.7,373.1,10.64,18.21,55.8,7.616,0.914"
"2025-02-06 09:00:00,394.3,360.2,12.59,18.54,82.9,6.958,0.835"
"2025-02-06 10:00:00,402.7,365.8,10.14,18.4,90.2,11.294,1.355"
"2025-02-06 11:00:00,400.7,368.3,11.33,19.03,100.0,10.196,1.224"
"2025-02-06 12:00:00,407.9,372.2,12.07,20.39,100.0,10.934,1.312"
"2025-02-06 13:00:00,403.9,364.1,11.52,19.1,98.6,9.349,1.122"
"2025-02-06 14:00:00,397.1,355.1,12.26,20.21,92.2,10.405,1.249"
"2025-02-06 15:00:00,397.4,365.6,10.91,17.09,87.9,7.009,0.841"
"2025-02-06 16:00:00,390.3,364.4,11.85,17.8,74.9,6.12,0.734"
"2025-02-06 17:00:00,400.6,375.9,11.05,15.45,43.5,3.103,0.372"
"2025-02-06 18:00:00,400.8,375.8,10.5,14.09,34.8,1.913,0.23"
"2025-02-06 19:00:00,403.6,386.0,7.71,11.39,28.1,1.809,0.217"
"2025-02-06 20:00:00,397.8,381.9,7.58,11.82,5.5,1.233,0.148"
"2025-02-06 21:00:00,401.3,387.0,9.43,12.17,8.4,0.665,0.08"
"2025-02-06 22:00:00,401.7,386.8,7.45,11.09,15.9,1.092,0.131"
"2025-02-06 23:00:00,403.1,386.7,8.42,12.64,14.3,1.029,0.124"
"2025-02-07 00:00:00,403.8,379.9,8.69,11.54,11.8,0.823,0.099"
"2025-02-07 01:00:00,401.2,383.9,7.93,12.3,12.7,1.21,0.145"
"2025-02-07 02:00:00,393.4,377.7,9.01,11.34,14.2,0.671,0.081"
"2025-02-07 03:00:00,401.1,385.2,8.12,11.14,9.3,0.723,0.087"
"2025-02-07 04:00:00,394.4,372.3,8.71,12.42,7.9,0.617,0.074"
"2025-02-07 05:00:00,402.1,386.1,9.04,11.98,21.9,0.935,0.112"
"2025-02-07 06:00:00,400.7,381.3,10.03,14.67,27.9,2.634,0.316"
"2025-02-07 07:00:00,402.9,376.7,10.53,17.14,47.4,5.754,0.69"
"2025-02-07 08:00:00,402.0,372.0,10.6,17.41,73.2,6.958,0.835"
"2025-02-07 09:00:00,387.4,355.7,11.32,18.09,91.5,8.199,0.984"
"2025-02-07 10:00:00,399.5,364.0,11.98,19.68,82.2,9.853,1.182"
"2025-02-07 11:00:00,399.3,361.1,11.85,19.87,100.0,11.039,1.325"
"2025-02-07 12:00:00,398.2,365.9,10.07,17.76,89.2,10.999,1.32"
"2025-02-07 13:00:00,397.1,360.0,12.13,19.79,96.8,10.166,1.22"
"2025-02-07 14:00:00,407.4,380.2,11.75,18.99,93.4,9.191,1.103"
"2025-02-07 15:00:00,399.8,369.2,11.29,17.6,84.7,6.797,0.816"
"2025-02-07 16:00:00,399.1,370.2,11.8,18.0,69.6,5.328,0.639"
"2025-02-07 17:00:00,395.8,372.2,10.67,15.99,48.8,4.434,0.532"
"2025-02-07 18:00:00,401.6,379.1,8.96,12.32,41.5,1.804,0.217"
"2025-02-07 19:00:00,398.5,377.9,9.63,12.9,21.0,1.143,0.137"
"2025-02-07 20:00:00,395.8,378.9,10.13,12.9,6.7,0.501,0.06"
"2025-02-07 21:00:00,390.3,373.9,7.2,9.2,11.8,0.634,0.076"
"2025-02-07 22:00:00,401.5,387.4,8.71,12.09,9.5,1.036,0.124"
"2025-02-07 23:00:00,403.4,388.3,8.15,10.15,8.8,0.356,0.043"
"2025-02-08 00:00:00,401.5,388.2,7.47,10.8,16.1,0.438,0.053"
"2025-02-08 01:00:00,395.1,376.5,7.31,10.83,8.3,0.83,0.1"
"2025-02-08 02:00:00,401.1,388.2,7.95,10.85,12.1,0.631,0.076"
"2025-02-08 03:00:00,399.0,389.2,8.36,10.67,8.6,0.367,0.044"
"2025-02-08 04:00:00,394.4,381.5,7.87,11.5,0.0,0.633,0.076"
"2025-02-08 05:00:00,404.0,390.2,9.13,13.22,19.4,1.285,0.154"
"2025-02-08 06:00:00,403.1,379.9,10.03,12.89,41.1,1.698,0.204"
"2025-02-08 07:00:00,398.2,375.4,8.63,12.6,52.8,2.881,0.346"
"2025-02-08 08:00:00,400.3,371.8,10.5,16.31,66.5,5.504,0.66"
"2025-02-08 09:00:00,403.2,367.6,11.45,19.33,67.6,10.153,1.218"
"2025-02-08 10:00:00,402.3,372.9,10.72,17.82,95.5,8.97,1.076"
"2025-02-08 11:00:00,405.9,376.4,12.38,20.07,96.2,10.648,1.278"
"2025-02-08 12:00:00,396.5,360.5,11.53,18.19,100.0,10.095,1.211"
"2025-02-08 13:00:00,402.8,373.9,11.4,19.19,100.0,10.594,1.271"
"2025-02-08 14:00:00,400.8,368.5,9.94,16.14,89.2,8.573,1.029"
"2025-02-08 15:00:00,398.3,375.5,11.87,19.3,83.1,7.914,0.95"
"2025-02-08 16:00:00,403.6,369.6,11.67,17.95,76.5,5.777,0.693"
"2025-02-08 17:00:00,404.0,380.8,9.38,15.36,38.2,5.153,0.618"
"2025-02-08 18:00:00,407.0,386.9,8.8,13.31,36.4,2.59,0.311"
"2025-02-08 19:00:00,409.7,394.2,8.86,12.77,18.7,1.515,0.182"
"2025-02-08 20:00:00,403.1,391.9,7.16,11.0,6.8,0.935,0.112"
"2025-02-08 21:00:00,405.3,393.2,9.19,11.19,1.2,0.287,0.034"
"2025-02-08 22:00:00,402.5,387.3,8.29,11.58,10.3,0.729,0.088"
"2025-02-08 23:00:00,402.4,390.1,8.26,11.51,7.3,0.723,0.087"
"2025-02-09 00:00:00,388.3,373.2,6.43,10.52,12.8,0.737,0.088"
"2025-02-09 01:00:00,400.7,384.6,7.69,10.17,10.5,0.605,0.073"
"2025-02-09 02:00:00,408.5,395.2,8.54,12.21,6.1,1.087,0.13"
"2025-02-09 03:00:00,402.3,389.9,7.91,11.28,8.9,0.755,0.091"
"2025-02-09 04:00:00,398.5,381.3,7.93,11.47,12.9,0.68,0.082"
"2025-02-09 05:00:00,400.6,380.8,8.16,13.48,18.9,1.671,0.201"
"2025-02-09 06:00:00,408.0,389.4,7.59,11.53,43.0,2.409,0.289"
"2025-02-09 07:00:00,399.4,377.8,10.73,15.79,53.9,4.227,0.507"
"2025-02-09 08:00:00,391.5,369.0,8.91,15.37,61.8,6.371,0.764"
"2025-02-09 09:00:00,400.5,368.2,11.43,18.91,73.4,8.73,1.048"
"2025-02-09 10:00:00,403.4,366.0,12.27,20.36,93.4,10.856,1.303"
"2025-02-09 11:00:00,395.5,354.9,11.34,18.61,97.7,10.506,1.261"
"2025-02-09 12:00:00,403.7,367.4,11.4,18.87,95.6,10.5,1.26"
"2025-02-09 13:00:00,388.7,350.0,12.43,21.45,98.5,11.624,1.395"
"2025-02-09 14:00:00,402.8,368.1,11.05,18.12,89.2,9.254,1.11"
"2025-02-09 15:00:00,395.5,369.2,10.5,17.38,92.0,8.282,0.994"
"2025-02-09 16:00:00,394.1,366.2,8.79,15.57,69.4,6.493,0.779"
"2025-02-09 17:00:00,405.8,378.4,10.21,16.0,56.9,4.7,0.564"
"2025-02-09 18:00:00,392.4,372.7,9.67,13.67,37.9,2.256,0.271"
"2025-02-09 19:00:00,394.5,377.0,8.26,12.24,24.1,1.784,0.214"
"2025-02-09 20:00:00,398.4,381.0,7.53,10.51,11.0,0.671,0.08"
"2025-02-09 21:00:00,395.7,379.9,9.41,12.27,7.6,0.626,0.075"
"2025-02-09 22:00:00,399.5,385.3,9.09,12.7,4.8,0.498,0.06"
"2025-02-09 23:00:00,397.0,383.6,7.23,10.96,12.7,1.224,0.147"
"2025-02-10 00:00:00,397.8,376.5,7.8,10.36,10.5,0.44,0.053"
"2025-02-10 01:00:00,398.8,382.9,9.28,11.58,2.6,0.628,0.075"
"2025-02-10 02:00:00,403.2,388.7,7.53,9.56,3.9,0.652,0.078"
"2025-02-10 03:00:00,403.9,389.0,7.78,10.19,11.3,0.312,0.037"
"2025-02-10 04:00:00,405.0,389.8,7.18,10.36,13.3,0.51,0.061"
"2025-02-10 05:00:00,387.8,369.8,8.13,12.4,27.9,1.698,0.204"
"2025-02-10 06:00:00,402.6,385.5,10.55,15.39,39.1,2.743,0.329"
"2025-02-10 07:00:00,393.3,372.7,10.04,15.98,44.9,4.532,0.544"
"2025-02-10 08:00:00,403.0,370.8,8.74,14.37,66.1,5.448,0.654"
"2025-02-10 09:00:00,396.6,364.2,11.47,18.14,75.6,7.307,0.877"
